StartDate,EndDate,Progress,Durationinseconds,ID,Consent,Consent_check,Consent_NY_2ndchance,Country,Country_5_TEXT,Relationship,Relationship_list,Relationship_list_12_TEXT,Gender,Gender_list,Gender_list_38_TEXT,Gender_assigned,Sex_identity,Sex_identity_7_TEXT,Sex_Attraction,Sex_Attraction_7_TEXT,Sex_Experiences,Sex_Experiences_7_TEXT,SES_ladder,Skin_colour_choice,Weight_metric,Weight_kilograms_1,Weight_Pounds_1,Weight_StonesPounds_1,Weight_StonesPounds_2,Body_dissat_M_1,Body_dissat_M_2,Body_dissat_M_3,Body_dissat_M_4,Body_dissat_M_5,Body_dissat_M_6,Body_dissat_M_7_r,Body_dissat_BF_1,Body_dissat_BF_2,Body_dissat_BF_3,Body_dissat_BF_4,Body_dissat_BF_5,QoL_1_Psych_C1,QoL_2_Psych_R4,QoL_5_Psych_MH_7,QoL_7_Psych_SW3,QoL_8_Psych_MH8,QoL_9_Psych_R6,QoL_10_Psych_R1,QoL_12_Psych_MH2,QoL_14_Psych_MH3,QoL_13_Psych_SW2,QoL_16_Psych_MH4,QoL_17_Psych_H2,QoL_18_Psych_MH6,QoL_4_Psych_R7,QoL_20_Psych_H3,QoL_21_Psych_C3,QoL_23_Psych_R1,QoL_25_Psych_H4,QoL_26_Psych_SW1,QoL_27_Psych_H1,QoL_29_Psych_C2,QoL_31_Psych_R3,QoL_33_Psych_MH1,QoL_34_R5,QoL_35_MH5,EDS_bodyweight_1,EDS_bodyweight_2,EDS_bodyweight_3,EDS_bodyweight_4,EDS_bodyweight_5,EDS_bodyweight_6,EDS_bodyweight_7,EDS_bodyweight_8,EDS_bodyweight_9,WBISM_1_r,WBISM_2,WBISM_3,WBISM_4,WBISM_5,WBISM_6,WBISM_7,WBISM_8,WBISM_9_r,WBISM_10,WBISM_11,WeightBias_1,WeightBias_2,WeightBias_3,WeightBias_4,WeightBias_5,WeightBias_6,WeightBias_7_r,WeightBias_8,WeightBias_9_r,WeightBias_10_r,WeightBias_11_r,WeightBias_12_r,WeightBias_13_r,WeightBias_14,WeightBias_15_r,WeightBias_16_r,WeightBias_17_r,WeightBias_18_r,WeightBias_19_r,WeightBias_20_r,SBQR_4,Likelihood,Weight_kilograms_1_New,Weight_Pounds_1_New,Weight_StonesPounds_1_New,Weight_StonesPounds_2_New
10/6/2020 0:00:00,10/6/2020 0:00:00,100,845,aee379e03b276c2246185c8aec3c3d33,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,7,2,1,106, , , ,3,2,4,3,2,3,2,5,5,4,5,5,3,4,3,4,3,1,3,2,3,3,1,3,3,2,3,2,3,3,2,4,3,4,3,5,3,2,3,2,2,3,1,3,1,2,2,7,7,7,6,5,6,4,2,6,6,3,3,6,4,6,3,4,6,2,4,6,6,6,3,5,6,6,6,6,2,2,1,145, , , 
9/15/2020 0:00:00,10/6/2020 0:00:00,100,1793293,1d4a45951c6c54fdcacc3caa126fd690,1,NA,NA,1,NA,2,6,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,8,2,1,46, , , ,4,4,4,2,4,3,2,4,4,5,4,5,3,4,3,4,4,1,2,3,3,3,2,3,4,2,3,2,1,3,4,4,4,4,3,2,2,3,3,2,3,2,2,4,1,2,6,6,7,5,6,5,5,NA,NA,NA,NA,6,2,5,5,6,2,4,6,1,1,2,6,3,3,5,2,2,1,1,1,3,4,85, , , 
10/6/2020 0:00:00,10/6/2020 0:00:00,100,51085,547077b3006d03d613df0a3d3bb71ebd,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,6,2,0, , , , ,3,1,2,1,3,3,4,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,6,1,1,6,6,6,6,6,6,4,6,2,2,6,4,7,2,3,2,2,2,2,2,2,2, , , , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,397,37495d94a3c7076b94a627e0afccf5d1,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,10,4,2, ,106, , ,2,4,4,1,3,4,3,4,4,5,2,3,1,2,2,1,2,1,1,3,2,2,1,1,2,1,2,1,1,2,1,1,1,3,3,2,1,1,1,1,1,3,1,2,1,1,7,1,2,2,5,2,5,1,6,1,1,7,5,7,7,7,4,2,7,1,1,6,4,7,2,4,1,1,1,1,5,1,1, ,195, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,511,08611da042672da9b605681651d59ffc,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,3,NA,9,2,2, ,121, , ,3,1,4,4,3,5,2,4,5,3,3,3,2,1,3,3,3,1,1,2,2,2,1,3,2,1,3,2,1,2,3,4,3,3,3,2,1,2,2,2,2,1,1,3,3,1,3,5,5,4,4,5,5,1,3,5,5,4,3,7,6,7,7,3,7,1,1,3,4,5,3,4,2,1,1,1,2,2,1, ,210, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,831,82a34b799523dbee7792f668670bf9c5,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,6,7,2, ,226, , ,3,1,3,3,3,3,2,4,4,3,3,3,2,4,3,2,2,1,2,3,3,3,2,3,2,1,3,2,3,3,3,3,2,4,3,3,2,3,3,3,3,3,2,5,2,1,6,5,5,5,5,4,3,2,4,5,2,7,6,7,6,7,7,1,7,1,1,2,2,2,7,2,1,1,1,1,1,2,3, ,315, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,525,92c88991692feda8aa4595b83393d285,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,9,10,2, ,141, , ,2,3,1,1,2,1,4,3,2,3,3,3,1,3,2,2,3,1,2,2,3,2,1,1,4,1,3,1,1,3,1,3,2,3,1,2,1,1,1,1,1,3,1,1,1,1,4,1,5,3,2,1,5,6,2,6,1,6,5,4,4,6,2,2,7,1,1,2,2,2,7,2,4,4,4,4,6,1,1, ,230, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,583,fe86d28b781cf9e505eba8eb96235ef3,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,5,6,2, ,41, , ,3,2,3,3,3,3,2,3,3,3,2,3,2,3,2,3,2,1,2,2,2,1,1,3,2,1,2,3,2,2,3,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,6,2,6,1,5,2,3,1,5,2,3,6,6,6,3,6,5,4,5,6,4,6,4,6,2,5,4,4,4,4,5,3,2, ,130, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,7162,de09fbfa1981388bdaca55fd05c92de4,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,3,2,2, ,201, , ,4,3,5,5,5,5,2,5,5,5,5,5,3,4,5,4,4,2,2,3,3,5,2,4,4,3,4,3,3,3,4,4,4,3,5,2,3,3,3,3,4,1,2,4,3,2,5,7,7,7,7,7,7,7,2,6,7,6,6,6,4,4,6,4,7,1,1,5,4,6,2,6,2,2,2,2,4,1,2, ,290, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,1102,6d2af1734448ad61908f507661c4fe20,1,NA,NA,4,NA,2,7,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,8,1,2, ,41, , ,4,2,4,2,1,4,3,1,2,3,1,2,3,3,2,2,3,2,1,3,2,1,1,3,2,1,2,2,1,2,1,2,2,3,3,1,2,1,1,1,1,1,1,2,1,1,7,2,2,2,1,1,1,1,6,1,1,7,6,7,6,6,6,2,7,1,1,6,6,6,2,6,1,1,1,1,2,1,2, ,130, , 
10/8/2020 0:00:00,10/8/2020 0:00:00,100,1641,071d86e3ea9719ac47ac5fca8d694a61,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,3,8,2, ,84, , ,3,3,5,3,3,4,2,3,3,3,3,3,4,3,4,4,4,3,2,3,3,3,2,3,3,3,3,2,2,3,3,3,4,3,5,3,3,3,4,4,4,3,3,3,3,3,7,6,6,5,5,5,5,4,4,5,5,3,1,1,7,7,7,7,7,7,2,1,2,2,5,4,4,4,4,3,NA,3,3, ,173, , 
10/9/2020 0:00:00,10/9/2020 0:00:00,100,488,77ba388665a76f572bbf601e15db0d4c,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,5,1,2, ,131, , ,4,3,5,5,4,5,3,5,5,5,5,5,4,4,3,3,4,1,2,2,4,3,2,3,2,1,4,2,2,3,3,5,4,4,5,2,1,2,3,2,4,2,2,4,2,3,6,7,6,7,6,5,6,3,1,6,7,4,3,6,4,6,6,2,6,3,2,4,5,6,2,4,2,2,2,2,2,2,2, ,220, , 
10/9/2020 0:00:00,10/9/2020 0:00:00,100,632,f90b6df86487fe1f2bfb5448dd7a4c80,1,NA,NA,5,Italy,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,8,2,1,45, , , ,4,3,4,4,2,4,2,4,4,2,4,4,2,2,3,3,2,1,1,2,3,3,1,3,2,1,3,3,2,3,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,2,2,5,2,2,2,4,7,6,7,6,7,6,4,7,7,2,4,4,4,4,4,1,1,1,1,1,1,2,84, , , 
10/9/2020 0:00:00,10/9/2020 0:00:00,100,1171,4d5a0906ad42a19334922b25e44229c2,1,NA,NA,4,NA,2,"6,9",NA,1,NA,NA,NA,3,NA,1,NA,2,NA,7,4,1,34, , , ,4,4,4,2,4,4,4,4,4,2,1,2,2,2,2,2,2,1,2,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,3,2,1,1,2,1,1,1,1,1,1,1,4,3,2,5,3,1,1,1,7,1,1,7,6,6,6,7,7,3,7,1,1,2,4,4,4,3,2,3,3,2,1,3,2,73, , , 
10/9/2020 0:00:00,10/9/2020 0:00:00,100,1176,168cdb9f628ed4173f610f9c16cff695,1,NA,NA,4,NA,2,"6,9",NA,1,NA,NA,NA,3,NA,1,NA,2,NA,8,1,1,42, , , ,4,3,4,2,4,4,3,4,4,3,1,2,3,3,3,3,3,1,2,3,3,2,1,3,3,1,3,2,2,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,4,1,1,4,4,4,4,7,6,4,4,1,4,4,4,5,3,5,5,5,5,5,4,3,3,81, , , 
10/9/2020 0:00:00,10/9/2020 0:00:00,100,576,4c745f1e2591c7b9c206eceace2a8828,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,7,2,2, ,161, , ,4,4,3,4,3,3,1,5,5,4,5,5,4,2,3,4,3,1,1,3,2,2,1,3,4,1,4,3,1,3,3,4,3,4,5,2,3,1,1,1,1,1,1,1,1,1,3,6,6,6,6,6,6,4,1,6,6,7,7,7,7,7,7,2,7,1,1,3,3,3,7,2,7,4,4,4,2,4,1, ,250, , 
10/1/2020 0:00:00,10/9/2020 0:00:00,100,742071,770289490e1772d66d234e81b2716553,1,NA,NA,4,NA,0,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,NA,9,2,2, ,91, , ,4,5,4,1,4,2,3,4,4,4,3,4,2,3,2,1,3,1,1,2,3,1,1,2,2,1,2,2,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,6,1,3,2,1,7,7,7,7,7,3,4,6,2,4,7,6,7,1,7,3,3,2,2,4,1,2, ,180, , 
10/8/2020 0:00:00,10/11/2020 0:00:00,100,239714,bbe5b232beb9ab0992c08a073994545d,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,3,1,2, ,91, , ,3,3,3,4,2,3,3,4,4,2,3,3,4,4,4,4,3,1,4,3,3,4,2,3,3,2,3,3,2,3,1,3,3,4,4,2,3,2,2,1,1,1,1,1,1,1,1,5,4,5,5,3,5,2,5,2,5,3,3,7,3,6,4,4,6,2,4,5,4,5,3,6,1,1,1,1,2,5,1, ,180, , 
10/15/2020 0:00:00,10/15/2020 0:00:00,100,631,366e1181a9239171fa63995096cc57cc,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,4,1,2, ,121, , ,4,4,4,4,4,4,3,5,5,4,4,4,2,3,3,3,3,1,2,3,3,3,2,2,3,1,2,2,1,2,2,3,3,2,3,2,1,2,3,2,2,2,1,4,2,1,4,6,6,6,5,2,5,3,2,5,6,4,3,7,3,7,5,3,5,1,1,6,4,7,1,5,5,7,4,4,3,2,1, ,210, , 
10/15/2020 0:00:00,10/15/2020 0:00:00,100,935,6718886d1cf5982b62775699a3f1976e,1,NA,NA,4,NA,2,4,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,3,2,2, ,81, , ,4,4,4,4,4,4,3,3,2,1,2,3,2,2,2,2,2,1,2,3,2,2,2,3,4,1,2,3,2,2,1,4,3,3,3,2,3,2,2,2,2,2,2,2,2,2,6,5,5,2,4,2,2,2,3,4,2,6,6,6,6,6,6,2,6,2,2,4,4,6,2,6,4,2,2,2,4,1,2, ,170, , 
10/15/2020 0:00:00,10/15/2020 0:00:00,100,754,b2f4b4c8f2ba24f51c97232d6b431469,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,NA,6,4,2, ,143, , ,5,2,5,5,5,5,2,5,5,5,4,5,4,4,3,4,3,1,4,4,3,3,1,4,3,2,3,3,2,3,3,4,3,4,4,4,2,2,2,2,2,1,1,3,2,1,2,6,6,7,7,6,6,5,2,7,6,6,3,7,2,6,5,2,5,1,1,7,2,5,2,5,2,2,1,1,2,1,1, ,232, , 
10/1/2020 0:00:00,10/15/2020 0:00:00,100,1210972,3e5d9ef63308089d078b04ad7baeb278,1,NA,NA,4,NA,2,"6,9",NA,1,NA,NA,NA,3,NA,2,NA,2,NA,7,2,2, ,100, , ,4,3,4,2,4,4,2,4,4,4,3,4,3,4,4,4,3,2,2,3,3,3,2,4,4,2,3,3,2,3,3,3,3,4,4,3,4,3,2,2,3,2,2,2,2,2,4,5,5,5,6,3,3,2,3,6,5,6,6,6,6,7,7,2,7,1,2,4,4,4,5,5,2,2,2,2,2,3,2, ,189, , 
10/15/2020 0:00:00,10/15/2020 0:00:00,100,1338,92ba0417c6bbbd0563f4c2ccbf2cf5fe,1,NA,NA,4,NA,2,5,NA,1,NA,NA,NA,7,I consider myself bisexual and homo romantic.,2,NA,7,I have had a few sexual encounters with pre-op trans men. Other than that my partners have all been cis men.,6,2,2, ,91, , ,4,2,2,2,1,4,3,5,5,5,3,5,2,3,2,3,3,1,3,3,2,2,1,3,2,1,2,2,1,3,1,3,1,3,2,2,1,1,2,1,1,1,1,1,1,1,4,5,6,2,2,5,5,1,3,1,1,6,4,6,5,6,3,4,4,2,2,7,4,7,2,7,2,2,2,2,4,3,1, ,180, , 
10/1/2020 0:00:00,10/15/2020 0:00:00,100,1224350,7d4f59c20068c093727e2907afd701a0,1,NA,NA,4,NA,2,5,NA,2,NA,NA,2,3,NA,7,Have had sex with two nonbinary people who were assigned female at birth,7,"Mostly with males, two sexual experiences with nonbinary people assigned female at birth. I would like to go back to the last question and answer that I am usually only attracted to males, but can't.  There is no back button, please consider adding one in future surveys",3,1,2, ,17, , ,4,4,5,3,4,5,2,1,1,2,1,1,3,3,3,3,2,1,3,5,2,3,1,4,4,1,3,2,2,3,3,3,3,3,4,3,2,1,2,1,1,1,1,2,1,1,4,2,2,1,2,1,1,1,5,4,1,7,7,7,7,7,7,4,7,1,1,3,2,3,7,4,1,1,1,1,1,3,2, ,106, , 
10/16/2020 0:00:00,10/16/2020 0:00:00,100,646,1114ec29b2e106af545cd225d5a5a0e0,1,NA,NA,3,NA,2,4,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,7,1,1,47, , , ,4,3,3,4,3,3,2,5,5,2,2,5,2,2,2,2,3,1,1,5,2,2,1,1,2,1,2,2,1,1,2,2,2,3,2,1,2,3,3,2,1,1,1,3,3,2,4,6,5,5,5,3,3,1,3,3,6,4,4,3,4,4,4,4,4,2,4,5,4,5,3,5,3,4,4,4,4,1,1,86, , , 
10/16/2020 0:00:00,10/16/2020 0:00:00,100,2824,8454620532f731c8cf3c1072c1e946ff,1,NA,NA,1,NA,2,2,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,5,3,1,26, , , ,2,1,3,1,2,3,4,2,2,2,1,2,2,3,3,3,2,1,1,3,3,2,2,2,3,1,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,1,3,1,1,6,2,3,1,1,1,5,1,6,1,1,4,3,6,6,6,6,2,2,2,2,6,6,7,2,7,2,2,2,2,2,2,1,65, , , 
10/17/2020 0:00:00,10/17/2020 0:00:00,100,691,b69d992c3fd157e12f4811d2460fe1c4,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,7,4,3, , ,99,6,3,1,3,1,1,3,2,4,4,3,3,5,4,4,3,4,3,1,2,4,3,2,1,4,3,2,3,2,3,3,1,3,3,3,3,3,2,2,2,1,1,1,1,4,2,1,4,6,5,6,5,4,3,1,3,5,6,4,6,6,4,6,4,4,7,1,4,3,4,3,4,4,4,4,4,4,4,3,2, , ,13,5
10/1/2020 0:00:00,10/17/2020 0:00:00,100,1379395,96363471419859d567fa2b9723708200,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,9,1,2, ,66, , ,4,4,3,3,2,3,2,4,3,4,2,3,4,3,3,2,2,1,3,4,3,2,1,2,3,1,3,1,2,3,1,2,2,3,3,3,1,1,1,1,1,1,1,1,1,1,5,3,5,3,5,4,5,2,4,2,2,3,2,5,2,6,2,4,5,3,4,6,6,6,1,7,7,7,7,7,5,1,2, ,155, , 
10/18/2020 0:00:00,10/18/2020 0:00:00,100,777,3a6fac95648053a4ee04628c86904f6a,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,8,2,2, ,95, , ,3,2,4,3,2,4,3,4,4,4,3,3,3,3,2,2,2,1,2,2,2,1,1,2,2,1,2,1,3,3,2,2,1,3,1,3,1,3,3,2,2,1,1,3,1,1,5,3,5,5,4,3,5,4,3,5,5,2,2,2,2,4,2,5,4,5,4,6,6,7,1,6,7,7,7,7,5,2,2, ,184, , 
10/21/2020 0:00:00,10/21/2020 0:00:00,100,847,5425cda3edf3d78c606443fdf0de3536,1,NA,NA,4,NA,1,NA,NA,2,NA,NA,2,1,NA,3,NA,1,NA,1,6,2, ,156, , ,5,5,5,5,5,5,1,5,5,5,5,5,4,5,3,3,3,1,2,3,2,5,4,4,4,1,4,4,4,4,5,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,4,2,2,6,3,2,2,2,4,2,2,7,7,7,7,7,7,4,7,1,1,4,4,4,4,4,1,1,1,1,1,3,1, ,245, , 
10/22/2020 0:00:00,10/22/2020 0:00:00,100,781,8a6044ae11f7027a4da0d74762677c3b,1,NA,NA,4,NA,2,6,NA,1,NA,NA,NA,2,NA,2,NA,3,NA,6,1,2, ,111, , ,3,1,4,3,3,3,2,5,5,5,5,5,2,3,2,4,2,1,2,3,2,2,1,2,3,1,2,2,1,2,1,2,2,3,2,3,1,3,3,1,2,3,1,2,2,2,6,5,5,6,5,4,5,2,2,5,6,3,3,5,4,6,5,5,4,2,1,7,7,6,1,7,1,1,1,1,3,1,1, ,200, , 
10/22/2020 0:00:00,10/22/2020 0:00:00,100,620,6071983909480bfc772a7ea733a8a0b6,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,6,NA,2,NA,1,NA,10,5,2, ,71, , ,2,3,4,2,1,4,4,3,1,1,1,1,3,1,3,2,3,1,3,3,3,1,1,3,3,1,3,2,2,1,1,2,2,1,3,2,1,1,1,1,1,1,1,3,4,3,6,1,2,2,1,1,3,1,7,1,1,2,2,2,1,2,2,4,4,6,1,7,6,7,1,7,6,6,5,6,2,3,1, ,160, , 
10/25/2020 0:00:00,10/25/2020 0:00:00,100,687,d95bcd7a55dbde670ee91794f6234c82,1,NA,NA,4,NA,2,4,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,6,4,2, ,76, , ,3,3,3,2,3,3,3,4,4,3,2,3,2,3,2,3,2,2,2,3,3,2,2,2,2,1,2,1,2,2,1,3,1,3,1,2,1,1,1,1,1,1,1,1,1,1,6,1,6,5,5,1,5,2,5,2,2,6,3,3,3,5,2,5,3,3,4,6,6,7,1,7,4,2,2,4,3,3,3, ,165, , 
10/28/2020 0:00:00,10/28/2020 0:00:00,100,993,c4b3f781e5eecc0cd546a0367c116637,1,NA,NA,2,NA,2,3,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,8,2,2, ,131, , ,2,1,2,2,2,2,4,3,3,5,3,3,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,5,5,5,1,1,1,1,3,1,1,7,7,7,7,7,6,2,6,1,1,6,4,7,2,2,1,1,1,1,1,1,1, ,220, , 
10/29/2020 0:00:00,10/29/2020 0:00:00,100,489,0d629bb08f3cc8fb1af77cbbf8c10771,1,NA,NA,4,NA,2,"2,11",NA,1,NA,NA,NA,2,NA,2,NA,1,NA,7,3,2, ,71, , ,4,4,4,3,3,4,2,2,1,1,1,3,2,2,3,3,2,1,2,2,3,4,1,3,4,1,2,2,2,1,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,7,3,2,2,1,1,1,1,6,2,1,7,5,7,6,7,7,2,7,3,3,5,4,5,5,4,4,4,4,4,3,1,1, ,160, , 
10/30/2020 0:00:00,10/30/2020 0:00:00,100,552,70229bb8b3bfd63cdd54b4c238a0bee4,1,NA,NA,3,NA,2,0,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,7,8,1,26, , , ,5,4,4,3,2,4,4,2,4,3,3,2,3,2,2,3,3,1,2,3,3,2,1,3,3,1,2,2,2,2,1,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,7,6,4,5,2,1,1,1,3,5,4,3,4,6,6,6,6,4,6,1,1,6,4,5,3,5,2,1,1,1,4,2,1,65, , , 
10/30/2020 0:00:00,10/30/2020 0:00:00,100,585,30b0aa53221697d3eb4e8100eb1563cf,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,7,Queer,2,NA,2,NA,6,1,3, , ,197, ,4,4,4,4,4,4,1,5,5,5,5,4,3,1,3,4,3,2,2,3,3,3,1,3,4,1,3,2,2,2,2,3,2,4,3,4,1,1,1,1,1,1,1,1,3,2,2,7,7,7,7,7,7,1,1,7,6,6,6,7,7,7,7,4,7,1,1,3,4,5,3,6,1,1,1,1,2,3,1, , ,20, 
10/24/2020 0:00:00,10/30/2020 0:00:00,100,525414,be9e1ec182bdf40a74e712efe6819cb3,1,NA,NA,5,New Zealand,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,6,2,1,36, , , ,3,2,3,1,3,3,3,3,3,3,1,2,3,2,3,3,3,2,2,2,2,2,1,3,3,1,3,2,2,3,2,3,3,3,2,2,1,1,1,1,1,1,1,1,1,1,6,4,2,2,2,2,2,2,6,2,2,6,6,6,6,6,6,4,6,4,2,7,4,7,1,6,4,4,4,4,2,1,2,75, , , 
10/23/2020 0:00:00,10/30/2020 0:00:00,100,615972,6d13f123bb32ae565b210ad342601d24,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,5,2,2, ,55, , ,5,5,5,4,3,4,1,4,4,3,2,3,5,5,4,5,4,3,4,4,2,5,1,4,5,4,4,5,4,4,4,4,5,5,6,5,4,2,3,1,1,1,1,2,1,1,2,6,6,6,5,2,3,5,2,5,6,6,6,7,6,6,6,2,7,6,2,6,4,6,2,4,3,3,2,2,2,4,2, ,144, , 
11/11/2020 0:00:00,11/11/2020 0:00:00,100,640,9e7ecab3313bce38e493818213e06557,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,6,1,2, ,106, , ,4,2,3,3,3,4,2,2,3,2,1,1,1,3,2,3,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,2,1,1,6,5,5,2,2,2,2,2,3,2,3,7,6,7,6,7,5,1,1,2,1,5,5,7,2,2,1,1,1,1,2,1,2, ,195, , 
8/15/2020 0:00:00,8/15/2020 0:00:00,55,298,70402402e6c8fef261621ddcd1d55253,1,NA,NA,3,NA,2,7,NA,1,NA,NA,NA,3,NA,2,NA,1,NA,7,4,2, ,171, , ,5,3,3,2,2,4,4,5,5,5,5,5,2,4,3,3,3,1,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA, ,260, , 
8/16/2020 0:00:00,8/16/2020 0:00:00,32,21923,01124381917bb1471f7023bbe3c0e804,1,NA,NA,1,NA,2,"3,9",NA,1,NA,NA,NA,3,NA,1,NA,1,NA,8,4,1,51, , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90, , , 
8/19/2020 0:00:00,8/19/2020 0:00:00,35,549,a498ca8a3fa7829bd0b034b6fee6da17,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,7,Openly gay but often attracted to women,2,NA,2,NA,7,3,1,41, , , ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,3,6,2,6,2,1,2,4,2,6,4,2,1,1,1,3,4,NA,80, , , 
8/19/2020 0:00:00,8/19/2020 0:00:00,42,2155,1dd59d265be490eb2972aada2e84aa61,1,NA,NA,4,NA,2,7,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,6,2,2, ,106, , ,3,1,2,2,2,3,3,5,4,4,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,7,6,7,7,4,4,1,1,4,4,4,4,4,1,1,1,1,1,4,NA, ,195, , 
